roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R01586,shared_room,TX,female,not_allowed,small_pets_only,high,low,rarely,early,student,before_midnight,2,902053
R01587,studio,Q1,any,outside_only,allowed,medium,low,frequently,normal,student,none,2,11844753
R01588,shared_room,HK,any,not_allowed,not_allowed,high,low,rarely,late,student,before_11pm,3,2190829
R01589,shared_room,HL,female,not_allowed,small_pets_only,high,low,rarely,normal,office_worker,none,3,1644432
R01590,shared_room,PN,any,not_allowed,allowed,high,low,rarely,normal,office_worker,before_11pm,2,1026296
R01591,shared_room,Q7,female,not_allowed,not_allowed,high,medium,occasionally,normal,any,before_midnight,2,2437718
R01592,private_room,HK,female,not_allowed,cats_only,high,medium,rarely,early,student,none,1,9122423
R01593,private_room,TP,female,not_allowed,allowed,medium,high,occasionally,early,student,before_11pm,1,3848024
R01594,shared_room,HBT,female,not_allowed,cats_only,high,high,rarely,late,student,none,4,1197049
R01595,private_room,TB,female,not_allowed,small_pets_only,high,medium,occasionally,early,student,none,1,5088475
R01596,studio,TTR,any,allowed,allowed,high,low,frequently,early,office_worker,none,1,3347988
R01597,studio,TX,any,allowed,allowed,medium,medium,occasionally,late,student,none,1,8418500
R01598,shared_room,CC,male,not_allowed,allowed,high,high,rarely,early,student,before_midnight,2,717560
R01599,private_room,GV,male,allowed,small_pets_only,medium,medium,rarely,normal,student,before_midnight,1,2913868
R01600,shared_room,BC,any,not_allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,2,783546
R01601,shared_room,Q4,male,not_allowed,cats_only,high,low,rarely,normal,office_worker,before_midnight,3,1718319
R01602,studio,CC,any,not_allowed,not_allowed,high,medium,rarely,early,student,none,1,4048113
R01603,shared_room,Q11,male,outside_only,small_pets_only,medium,medium,occasionally,normal,student,none,4,1606086
R01604,studio,DD,any,allowed,not_allowed,medium,high,occasionally,late,student,before_midnight,1,8381399
R01605,shared_room,PN,any,not_allowed,not_allowed,medium,low,occasionally,late,student,none,3,1528687
R01606,private_room,TB,any,not_allowed,cats_only,low,low,rarely,early,student,before_11pm,1,6715182
R01607,private_room,CC,male,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,1,2789931
R01608,private_room,Q6,female,not_allowed,not_allowed,medium,high,rarely,very_early,student,none,1,5315534
R01609,studio,DA,any,allowed,not_allowed,medium,high,rarely,normal,student,before_midnight,1,2732556
R01610,private_room,TP,female,not_allowed,small_pets_only,medium,medium,occasionally,normal,office_worker,before_midnight,1,4197593
R01611,private_room,NB,female,allowed,small_pets_only,low,high,rarely,early,student,before_midnight,1,3677307
R01612,private_room,TP,male,not_allowed,small_pets_only,high,low,occasionally,normal,student,none,1,5816859
R01613,studio,Q6,any,not_allowed,not_allowed,medium,high,rarely,early,student,before_midnight,2,3347348
R01614,shared_room,NB,male,not_allowed,cats_only,high,high,rarely,normal,student,before_midnight,4,1431260
R01615,private_room,NTL,female,not_allowed,allowed,medium,low,occasionally,normal,any,before_11pm,1,3252173
R01616,private_room,NB,male,not_allowed,not_allowed,medium,low,occasionally,normal,any,none,1,4074969
R01617,shared_room,BT,female,not_allowed,allowed,high,low,occasionally,early,student,before_midnight,4,951061
R01618,private_room,TTR,male,not_allowed,cats_only,high,low,occasionally,normal,student,before_11pm,1,4127031
R01619,shared_room,Q8,female,not_allowed,cats_only,high,low,rarely,early,student,none,3,1349751
R01620,shared_room,HBT,any,not_allowed,small_pets_only,medium,low,occasionally,normal,student,before_11pm,3,1012695
R01621,private_room,HK,female,not_allowed,cats_only,medium,high,rarely,normal,student,before_midnight,1,6081464
R01622,shared_room,GV,female,not_allowed,not_allowed,medium,medium,rarely,early,student,none,2,1090191
R01623,shared_room,PN,male,not_allowed,cats_only,high,high,rarely,normal,student,before_midnight,2,2152625
R01624,private_room,HL,female,outside_only,allowed,medium,medium,occasionally,early,any,before_midnight,1,2288236
R01625,shared_room,Q12,male,not_allowed,cats_only,high,low,occasionally,normal,student,none,2,982808
R01626,private_room,Q5,male,outside_only,small_pets_only,medium,low,rarely,normal,student,none,1,6548105
R01627,studio,Q5,any,not_allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,1,8236635
R01628,private_room,SS,male,outside_only,not_allowed,medium,medium,rarely,early,office_worker,before_midnight,1,1028264
R01629,shared_room,TP,female,not_allowed,not_allowed,high,medium,rarely,normal,office_worker,none,4,1377719
R01630,shared_room,GL,male,not_allowed,not_allowed,medium,low,occasionally,normal,student,none,4,514324
R01631,shared_room,Q10,male,not_allowed,not_allowed,high,high,rarely,normal,student,before_11pm,4,2330626
R01632,studio,Q5,any,not_allowed,not_allowed,medium,low,frequently,late,student,before_midnight,1,5395479
R01633,private_room,GV,female,allowed,not_allowed,high,medium,frequently,very_early,any,none,1,4018889
R01634,shared_room,Q4,female,not_allowed,not_allowed,high,low,rarely,normal,any,before_11pm,3,1025264
R01635,private_room,HM,male,outside_only,small_pets_only,low,low,occasionally,normal,student,none,1,3413449
R01636,shared_room,Q12,female,not_allowed,not_allowed,medium,low,rarely,early,student,none,2,1441088
R01637,studio,CG,any,not_allowed,not_allowed,medium,low,rarely,normal,student,before_11pm,1,7305721
R01638,shared_room,TP,male,not_allowed,small_pets_only,high,medium,occasionally,early,student,none,3,1622343
R01639,private_room,Q5,female,outside_only,allowed,high,low,frequently,normal,student,before_midnight,1,6821521
R01640,private_room,GL,any,allowed,not_allowed,medium,medium,rarely,normal,any,before_midnight,1,1751778
R01641,private_room,NB,male,allowed,small_pets_only,medium,low,rarely,late,student,before_11pm,1,5545505
R01642,private_room,HM,male,allowed,not_allowed,medium,low,occasionally,normal,office_worker,before_midnight,1,1817880
R01643,private_room,TX,female,not_allowed,not_allowed,medium,high,occasionally,very_late,student,none,1,6411070
R01644,shared_room,CG,female,not_allowed,not_allowed,high,high,rarely,very_late,student,none,2,1083170
R01645,shared_room,CG,any,not_allowed,not_allowed,medium,low,rarely,early,office_worker,none,4,2044259
R01646,private_room,TB,any,not_allowed,not_allowed,medium,medium,rarely,normal,office_worker,before_midnight,1,4785185
R01647,shared_room,GV,male,not_allowed,not_allowed,medium,medium,rarely,early,student,none,3,733920
R01648,shared_room,TD,female,not_allowed,not_allowed,high,medium,rarely,early,student,none,2,751513
R01649,private_room,Q4,male,allowed,not_allowed,high,low,rarely,normal,student,none,1,7042706
R01650,private_room,TB,male,not_allowed,not_allowed,medium,medium,frequently,normal,student,before_midnight,1,4999535
R01651,shared_room,Q3,male,not_allowed,not_allowed,high,high,rarely,normal,any,before_11pm,2,2082625
R01652,studio,DA,any,allowed,allowed,high,low,occasionally,early,student,before_11pm,2,3400118
R01653,studio,Q6,any,allowed,not_allowed,high,medium,occasionally,very_early,student,before_midnight,2,4737183
R01654,shared_room,TX,male,not_allowed,small_pets_only,high,low,rarely,early,student,none,2,1916893
R01655,private_room,TX,male,not_allowed,small_pets_only,medium,medium,rarely,normal,office_worker,before_midnight,1,5400343
R01656,studio,BTL,any,allowed,not_allowed,high,medium,frequently,normal,student,none,1,4985069
R01657,private_room,GV,female,not_allowed,not_allowed,high,high,frequently,normal,office_worker,none,1,4716219
R01658,private_room,Q4,female,not_allowed,small_pets_only,high,medium,occasionally,late,any,before_11pm,1,5125812
R01659,private_room,BC,female,allowed,not_allowed,high,medium,occasionally,normal,student,none,1,4405148
R01660,private_room,HK,female,not_allowed,not_allowed,medium,low,rarely,normal,student,none,1,11252954
R01661,private_room,SS,male,not_allowed,not_allowed,medium,high,occasionally,very_late,student,before_11pm,1,1933350
R01662,private_room,Q5,female,allowed,not_allowed,medium,high,rarely,normal,office_worker,before_midnight,1,6324623
R01663,shared_room,DA,female,not_allowed,allowed,high,high,rarely,late,student,none,4,1072228
R01664,private_room,LB,male,allowed,not_allowed,high,low,occasionally,normal,student,before_midnight,1,4668134
R01665,shared_room,Q11,any,not_allowed,not_allowed,medium,medium,rarely,late,any,before_11pm,3,1246932
R01666,shared_room,CC,any,not_allowed,not_allowed,high,medium,rarely,normal,any,none,3,704939
R01667,shared_room,Q8,any,not_allowed,not_allowed,high,low,occasionally,late,student,none,4,893843
R01668,private_room,TB,male,not_allowed,small_pets_only,medium,medium,rarely,early,any,none,1,3983504
R01669,shared_room,HK,female,allowed,not_allowed,medium,medium,rarely,normal,any,none,3,2847028
R01670,shared_room,CC,female,outside_only,small_pets_only,medium,low,rarely,early,student,none,4,520927
R01671,shared_room,HK,any,allowed,allowed,high,high,rarely,normal,any,before_11pm,2,2655445
R01672,studio,Q8,any,not_allowed,not_allowed,medium,low,rarely,late,student,none,2,6997182
R01673,studio,HM,any,not_allowed,not_allowed,high,low,occasionally,normal,student,none,1,2913765
R01674,shared_room,Q12,any,outside_only,cats_only,high,high,rarely,normal,any,before_11pm,4,695892
R01675,shared_room,TB,any,not_allowed,cats_only,medium,high,rarely,normal,office_worker,none,3,741491
R01676,studio,DD,any,allowed,not_allowed,high,medium,frequently,early,student,none,1,8041318
R01677,studio,TD,any,not_allowed,allowed,high,medium,rarely,normal,student,before_midnight,1,4107123
R01678,shared_room,LB,male,not_allowed,allowed,medium,low,rarely,early,student,none,3,1425528
R01679,studio,BTL,any,not_allowed,cats_only,medium,medium,frequently,normal,student,none,2,3668347
R01680,shared_room,HL,male,allowed,not_allowed,high,low,rarely,very_early,student,before_11pm,4,1554542
R01681,private_room,CC,male,not_allowed,allowed,medium,low,rarely,normal,student,before_11pm,1,3356506
R01682,private_room,Q10,female,not_allowed,small_pets_only,medium,medium,occasionally,normal,student,none,1,8364716
R01683,private_room,Q1,female,not_allowed,not_allowed,medium,low,rarely,very_late,office_worker,none,1,10795843
R01684,private_room,Q6,female,outside_only,allowed,high,low,rarely,early,student,before_midnight,1,5425067
R01685,shared_room,BD,any,allowed,allowed,high,medium,rarely,early,any,before_midnight,4,2651654
R01686,shared_room,BC,female,not_allowed,cats_only,medium,medium,occasionally,early,student,none,4,891165
R01687,private_room,Q6,female,not_allowed,cats_only,medium,high,occasionally,normal,office_worker,before_11pm,1,6028810
R01688,shared_room,HK,male,not_allowed,allowed,high,low,occasionally,normal,student,none,3,2936531
R01689,private_room,Q10,female,allowed,not_allowed,medium,low,rarely,very_early,any,before_midnight,1,6417299
R01690,shared_room,Q1,male,not_allowed,not_allowed,medium,medium,occasionally,late,student,before_11pm,4,3375748
R01691,shared_room,CC,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_midnight,3,476904
R01692,private_room,DA,male,not_allowed,cats_only,medium,low,rarely,very_early,student,before_midnight,1,3193089
R01693,private_room,CC,any,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,3001290
R01694,private_room,TD,male,outside_only,cats_only,medium,high,rarely,early,student,none,1,2140666
R01695,shared_room,TTR,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_midnight,2,607564
R01696,shared_room,Q1,male,not_allowed,not_allowed,medium,medium,rarely,very_late,student,before_midnight,4,1606321
R01697,private_room,TD,any,not_allowed,allowed,medium,medium,occasionally,normal,student,none,1,4739438
R01698,private_room,Q1,female,not_allowed,small_pets_only,low,high,rarely,late,student,before_midnight,1,5148296
R01699,shared_room,BT,male,allowed,allowed,medium,medium,rarely,normal,student,before_11pm,4,1653948
R01700,shared_room,SS,male,not_allowed,not_allowed,medium,high,occasionally,normal,office_worker,before_11pm,4,824640
R01701,shared_room,LB,male,not_allowed,not_allowed,high,low,rarely,very_early,student,none,4,1148021
R01702,studio,Q12,any,outside_only,not_allowed,medium,medium,rarely,normal,office_worker,none,1,6226411
R01703,private_room,TB,male,outside_only,not_allowed,medium,low,occasionally,early,office_worker,none,1,4410274
R01704,shared_room,Q3,male,not_allowed,not_allowed,medium,low,rarely,early,student,none,3,1767672
R01705,private_room,TTR,male,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_11pm,1,1947118
R01706,private_room,PN,male,not_allowed,not_allowed,medium,high,occasionally,late,student,none,1,7529023
R01707,studio,TP,any,not_allowed,not_allowed,high,medium,rarely,late,student,none,2,3529783
R01708,private_room,Q12,male,allowed,not_allowed,medium,medium,rarely,normal,any,before_midnight,1,4220357
R01709,shared_room,HL,male,not_allowed,not_allowed,high,low,occasionally,early,office_worker,before_11pm,4,1522828
R01710,private_room,DA,female,not_allowed,small_pets_only,low,low,rarely,early,student,before_midnight,1,3095636
R01711,shared_room,Q1,any,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,2,2576631
R01712,private_room,CG,any,not_allowed,allowed,high,low,frequently,normal,student,before_midnight,1,5622338
R01713,private_room,Q5,female,allowed,not_allowed,medium,medium,rarely,very_late,student,none,1,4821457
R01714,private_room,TTR,any,allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,3681683
R01715,private_room,CG,male,outside_only,allowed,high,high,rarely,normal,student,none,1,3425796
R01716,shared_room,Q6,any,allowed,not_allowed,medium,low,rarely,normal,office_worker,before_11pm,2,983505
R01717,shared_room,BT,any,not_allowed,allowed,medium,high,rarely,normal,student,none,3,1950648
R01718,shared_room,BT,male,not_allowed,not_allowed,medium,medium,rarely,early,office_worker,before_midnight,4,1038658
R01719,private_room,HBT,male,allowed,not_allowed,high,low,rarely,normal,student,before_11pm,1,4691901
R01720,studio,HK,any,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,2,11893471
R01721,shared_room,NB,any,not_allowed,cats_only,high,medium,occasionally,early,office_worker,none,3,1347224
R01722,shared_room,BD,male,not_allowed,not_allowed,medium,high,rarely,normal,office_worker,none,3,1742813
R01723,shared_room,LB,female,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_midnight,4,896506
R01724,private_room,CC,male,not_allowed,not_allowed,high,low,rarely,normal,student,none,1,3689627
R01725,private_room,CG,male,not_allowed,not_allowed,medium,medium,frequently,late,student,before_11pm,1,3015763
R01726,private_room,GL,male,not_allowed,not_allowed,medium,medium,occasionally,early,any,before_11pm,1,3564274
R01727,shared_room,BC,female,not_allowed,cats_only,medium,medium,rarely,normal,student,none,2,1049313
